Booth Type,Visit Count
Fruits,1
Drinks,0
Snacks,0

Visit Order of Booths
Fruits

Product,Time (s)
Nho,12.83622

Product Name,Total Count,Unit Price,Status,Subtotal
Táo xanh,0,0,Thiếu 8,0
Chảo,0,0,Thiếu 1,0
Chảo gang,0,0,Thiếu 9,0
Mật ong,0,0,Thiếu 6,0
Cá,0,0,Thiếu 6,0
Chuối vàng,0,0,Thiếu 2,0
Chúc chích,0,0,Thiếu 2,0
Kẹo socola,0,0,Thiếu 4,0
Nho,5,25000,Dư 5,125000

Total Items,5
Total Price,125000

Bill Item,Quantity,Unit Price,Subtotal
Nho,5,25000,125000

Payment Summary
Required Amount,Paid Amount,Difference,Result,Note
125000,150000,25000,OVERPAID,"Du 25,000 VND"

Starting Wallet
Denomination,Count,Subtotal
100000,1,100000
50000,2,100000
10000,2,20000

Submitted Bills
Denomination,Count,Subtotal
100000,1,100000
50000,1,50000
Show list ,0 time
