Booth Type,Visit Count
Fruits,1
Drinks,0
Snacks,1

Visit Order of Booths
Fruits -> Snacks

Product,Time (s)
Nho,20.54506
Đồ ăn đóng hộp,56.95664

Product Name,Total Count,Unit Price,Status,Subtotal
Cà chua,0,0,Thiếu 6,0
Táo xanh,0,0,Thiếu 4,0
Cà rốt,0,0,Thiếu 5,0
Nắp nồi,0,0,Thiếu 3,0
Muỗng,0,0,Thiếu 1,0
Hủ muối,0,0,Thiếu 2,0
Dĩa vuông,0,0,Thiếu 1,0
Nồi,0,0,Thiếu 6,0
Nho,4,25000,Dư 4,100000
Đồ ăn đóng hộp,3,25000,Dư 3,75000

Total Items,7
Total Price,175000
Show list ,1 time
