Booth Type,Visit Count
Fruits,0
Drinks,0
Snacks,1

Visit Order of Booths
Snacks

Product,Time (s)
Đồ ăn đóng hộp,9.888081

Product Name,Total Count,Unit Price,Status,Subtotal
Sườn heo,0,0,Thiếu 6,0
Cà chua,0,0,Thiếu 3,0
Ly,0,0,Thiếu 5,0
Chảo,0,0,Thiếu 4,0
Dao trung bình,0,0,Thiếu 7,0
Đũa,0,0,Thiếu 7,0
Muỗng gỗ,0,0,Thiếu 7,0
Dao bự,0,0,Thiếu 8,0
Đồ ăn đóng hộp,5,25000,Dư 5,125000

Total Items,5
Total Price,125000
Show list ,0 time
